id,product_sku,supplier,description,quantity,status,created_at
446,LA-AS-0072,Visionary Electronics,Urgent: Asus Laptop Model 109 running out,13,Approved,2025-06-16 20:40:09
447,MO-LO-0409,ElectroMart Solutions,Low stock alert - need restock for Logitech Mouse Model 390,183,Approved,2025-06-30 03:26:46
448,PO-AM-0690,MobileMart Pvt Ltd,Low stock alert - need restock for Ambrane Power Bank Model 799,189,Approved,2025-01-05 11:28:35
449,WE-LO-0587,PowerTech Distributors,Urgent: Logitech Webcam Model 564 running out,143,Approved,2024-01-07 18:04:28
450,WE-CR-0698,SmartGear Traders,Bulk order request for Creative Webcam Model 498,179,Pending,2025-02-02 19:33:13
451,CA-AM-0707,MobileMart Pvt Ltd,Low stock alert - need restock for AmazonBasics Cable Model 791,122,Rejected,2025-03-05 06:59:06
452,MO-LO-0006,GameZone Distributors,Urgent: Logitech Mouse Model 258 running out,23,Pending,2025-07-30 15:50:00
453,MO-LO-0542,TechWorld Pvt Ltd,Seasonal demand increase for Logitech Mouse Model 388,46,Approved,2024-06-27 03:55:05
454,SP-HA-0624,PrintWorks Pvt Ltd,Low stock alert - need restock for Harman Kardon Speaker Model 710,195,Approved,2025-03-13 23:16:27
455,WE-MI-0438,DigiHub Electronics,Customer pre-orders for Microsoft Webcam Model 368,25,Approved,2025-02-23 11:56:49
456,WE-HP-0138,GameZone Distributors,Urgent: HP Webcam Model 755 running out,194,Approved,2024-10-06 09:34:48
457,SP-BO-0675,SmartLife Traders,Urgent: Bose Speaker Model 588 running out,195,Pending,2024-12-27 07:06:54
458,HE-SK-0445,AudioMax Distributors,Seasonal demand increase for Skullcandy Headphones Model 419,146,Pending,2024-11-25 04:04:18
459,MO-AC-0757,ElectroMart Solutions,Customer pre-orders for Acer Monitor Model 780,96,Approved,2025-09-07 23:38:09
460,TA-AM-0170,TechWorld Pvt Ltd,Customer pre-orders for Amazon Tablet Model 913,171,Pending,2025-10-11 09:10:05
461,SP-HA-0624,PrintWorks Pvt Ltd,Customer pre-orders for Harman Kardon Speaker Model 710,177,Rejected,2025-11-13 12:05:54
462,PO-AN-0791,Elite Tech Supplies,Urgent: Anker Power Bank Model 986 running out,49,Pending,2025-08-27 09:45:20
463,LA-MS-0131,SoundPro Solutions,Customer pre-orders for MSI Laptop Model 890,135,Approved,2025-10-28 05:32:03
464,SM-RE-0486,DigiHub Electronics,Seasonal demand increase for Realme Smartphone Model 714,87,Approved,2025-12-12 16:20:36
465,HE-AU-0274,Visionary Electronics,Urgent: Audio-Technica Headphones Model 548 running out,62,Approved,2025-09-18 06:17:32
466,CA-OL-0026,Visionary Electronics,Seasonal demand increase for Olympus Camera Model 201,183,Pending,2024-04-12 01:20:59
467,SM-FI-0462,Visionary Electronics,Urgent: Fitbit Smartwatch Model 243 running out,163,Approved,2024-07-23 20:00:17
468,SM-NO-0662,ElectroMart Solutions,Low stock alert - need restock for Nokia Smartphone Model 254,195,Approved,2024-09-21 02:03:08
469,CA-AM-0024,AudioMax Distributors,Customer pre-orders for AmazonBasics Cable Model 878,180,Approved,2025-02-06 22:00:59
470,CH-BE-0657,ReadMore Supplies,Urgent: Belkin Charger Model 397 running out,57,Approved,2025-08-10 22:28:10
471,SP-UL-0663,PrintWorks Pvt Ltd,Seasonal demand increase for Ultimate Ears Speaker Model 657,96,Approved,2025-05-01 03:18:53
472,MO-MI-0606,Visionary Electronics,Customer pre-orders for Microsoft Mouse Model 262,177,Pending,2024-09-14 15:10:49
473,MO-LO-0006,GameZone Distributors,Seasonal demand increase for Logitech Mouse Model 258,126,Pending,2025-06-02 16:07:25
474,WE-HP-0775,VisionTech Supplies,Seasonal demand increase for HP Webcam Model 465,152,Pending,2024-05-10 19:52:37
475,MO-HP-0227,ConnectPro Supplies,Low stock alert - need restock for HP Mouse Model 435,133,Pending,2024-12-09 00:46:24
476,RO-CI-0610,CameraKing Distributors,Customer pre-orders for Cisco Router Model 254,108,Pending,2025-09-05 11:31:28
477,RO-AS-0333,PowerTech Distributors,Low stock alert - need restock for Asus Router Model 690,81,Approved,2024-08-10 10:21:14
478,GA-MI-0031,ReadMore Supplies,Customer pre-orders for Microsoft Gaming Console Model 411,66,Rejected,2025-03-18 02:32:27
479,TV-TC-0588,ReadMore Supplies,Low stock alert - need restock for TCL TV Model 454,15,Pending,2024-08-04 05:29:25
480,LA-LG-0676,ElectroMart Solutions,Seasonal demand increase for LG Laptop Model 463,45,Pending,2024-05-13 10:18:52
481,CA-PA-0307,PrintWorks Pvt Ltd,Urgent: Panasonic Camera Model 585 running out,50,Approved,2026-02-18 20:03:00
482,LA-RA-0541,TechWorld Pvt Ltd,Seasonal demand increase for Razer Laptop Model 908,100,Approved,2024-01-11 14:00:07
483,HE-AU-0742,CameraKing Distributors,Bulk order request for Audio-Technica Headphones Model 182,119,Pending,2025-07-05 07:28:12
484,CA-GO-0457,PowerTech Distributors,Low stock alert - need restock for GoPro Camera Model 774,97,Approved,2025-06-23 21:55:55
485,EA-AN-0276,VisionTech Supplies,Urgent: Anker Earbuds Model 848 running out,140,Approved,2024-03-16 04:15:47
486,MO-MI-0436,Peripheral Pros,Bulk order request for Microsoft Mouse Model 651,91,Pending,2024-10-18 05:06:58
487,TA-LE-0633,PrintWorks Pvt Ltd,Low stock alert - need restock for Lenovo Tablet Model 923,189,Pending,2024-03-01 09:22:57
488,HE-SO-0739,GadgetHub India,Low stock alert - need restock for Sony Headphones Model 221,52,Pending,2025-12-29 13:55:50
489,MO-ST-0218,TechWorld Pvt Ltd,Seasonal demand increase for SteelSeries Mouse Model 491,145,Pending,2025-05-21 04:25:45
490,EA-AP-0389,MobileMart Pvt Ltd,Seasonal demand increase for Apple Earbuds Model 282,58,Rejected,2024-11-20 06:59:08
491,TA-LE-0523,CameraKing Distributors,Low stock alert - need restock for Lenovo Tablet Model 674,128,Approved,2025-05-15 18:17:44
492,SP-UL-0557,Visionary Electronics,Customer pre-orders for Ultimate Ears Speaker Model 980,22,Approved,2025-06-10 23:41:46
493,LA-MI-0057,SmartLife Traders,Low stock alert - need restock for Microsoft Laptop Model 414,55,Approved,2025-03-12 00:39:13
494,GA-MI-0381,PowerTech Distributors,Bulk order request for Microsoft Gaming Console Model 851,43,Pending,2024-09-13 00:33:54
495,GA-NI-0416,SmartGear Traders,Customer pre-orders for Nintendo Gaming Console Model 699,55,Pending,2025-04-25 11:00:39
496,SM-RE-0283,PrintWorks Pvt Ltd,Low stock alert - need restock for Realme Smartphone Model 655,109,Approved,2024-01-18 04:11:29
497,TV-LG-0366,AudioMax Distributors,Bulk order request for LG TV Model 414,121,Pending,2025-10-28 22:39:28
498,WE-CR-0472,DigiHub Electronics,Bulk order request for Creative Webcam Model 622,200,Pending,2025-08-06 21:17:40
499,EA-AP-0221,SoundPro Solutions,Bulk order request for Apple Earbuds Model 353,129,Approved,2025-09-12 03:07:07
500,PR-CA-0310,AudioMax Distributors,Low stock alert - need restock for Canon Printer Model 642,38,Pending,2024-08-03 20:59:10
501,KE-RA-0365,SmartLife Traders,Seasonal demand increase for Razer Keyboard Model 566,80,Pending,2026-01-04 09:11:47
502,KE-CO-0009,Visionary Electronics,Customer pre-orders for Corsair Keyboard Model 632,41,Approved,2024-05-01 04:52:15
503,GA-SO-0375,TechNova Pvt Ltd,Bulk order request for Sony Gaming Console Model 569,175,Pending,2024-12-31 01:02:13
504,SP-UL-0336,ElectroMart Solutions,Bulk order request for Ultimate Ears Speaker Model 840,159,Pending,2025-02-27 15:25:47
505,CH-AN-0162,SmartLife Traders,Customer pre-orders for Anker Charger Model 645,109,Approved,2024-01-07 16:54:06
506,SM-RE-0021,DigiHub Electronics,Urgent: Realme Smartphone Model 743 running out,107,Pending,2025-12-03 20:53:30
507,WE-RA-0357,DigiHub Electronics,Customer pre-orders for Razer Webcam Model 716,143,Pending,2026-02-03 08:48:32
508,WE-MI-0756,TechWorld Pvt Ltd,Urgent: Microsoft Webcam Model 402 running out,195,Pending,2024-02-08 14:39:26
509,GA-SO-0110,CameraKing Distributors,Seasonal demand increase for Sony Gaming Console Model 374,155,Approved,2025-05-07 00:44:09
510,EA-AN-0276,VisionTech Supplies,Bulk order request for Anker Earbuds Model 848,97,Approved,2024-10-15 11:06:21
511,GA-NI-0659,TechNova Pvt Ltd,Customer pre-orders for Nintendo Gaming Console Model 681,30,Pending,2024-12-31 16:01:38
512,MO-LO-0542,TechWorld Pvt Ltd,Low stock alert - need restock for Logitech Mouse Model 388,119,Pending,2025-05-19 21:52:36
513,SP-JB-0278,GameZone Distributors,Bulk order request for JBL Speaker Model 371,86,Pending,2026-01-06 19:30:37
514,CH-AN-0162,SmartLife Traders,Customer pre-orders for Anker Charger Model 645,149,Approved,2025-05-06 01:11:57
515,ME-TR-0037,SmartGear Traders,Customer pre-orders for Transcend Memory Card Model 537,167,Approved,2024-04-07 06:01:18
516,PR-HP-0484,PowerTech Distributors,Low stock alert - need restock for HP Printer Model 743,186,Pending,2025-08-28 14:30:30
517,TV-PA-0338,Peripheral Pros,Bulk order request for Panasonic TV Model 782,74,Pending,2025-02-09 07:27:02
518,RO-AS-0093,Peripheral Pros,Seasonal demand increase for Asus Router Model 825,170,Approved,2025-07-21 18:46:39
519,CH-BE-0783,GameZone Distributors,Seasonal demand increase for Belkin Charger Model 989,64,Approved,2024-08-29 19:08:03
520,WE-RA-0556,CameraKing Distributors,Urgent: Razer Webcam Model 644 running out,183,Approved,2024-08-14 15:35:49
521,EA-BO-0225,ReadMore Supplies,Seasonal demand increase for Boat Earbuds Model 782,67,Approved,2024-06-20 02:25:50
522,TA-SA-0332,Elite Tech Supplies,Customer pre-orders for Samsung Tablet Model 873,103,Pending,2025-01-21 14:00:27
523,KE-KE-0787,CameraKing Distributors,Seasonal demand increase for Keychron Keyboard Model 383,145,Rejected,2025-01-06 17:54:44
524,KE-DU-0544,ElectroMart Solutions,Low stock alert - need restock for Ducky Keyboard Model 326,18,Approved,2024-08-23 20:18:55
525,CA-SO-0428,GadgetHub India,Urgent: Sony Camera Model 352 running out,63,Rejected,2024-11-20 21:42:39
526,SP-BO-0675,SmartLife Traders,Urgent: Bose Speaker Model 588 running out,45,Approved,2024-05-09 19:45:35
527,TV-XI-0695,MobileMart Pvt Ltd,Seasonal demand increase for Xiaomi TV Model 564,156,Pending,2025-06-06 04:38:52
528,KE-CO-0518,AudioMax Distributors,Seasonal demand increase for Corsair Keyboard Model 680,62,Pending,2024-07-28 18:50:06
529,CA-UG-0323,Elite Tech Supplies,Low stock alert - need restock for Ugreen Cable Model 290,92,Pending,2025-06-06 13:29:24
530,WE-HP-0360,MobileMart Pvt Ltd,Bulk order request for HP Webcam Model 983,96,Pending,2024-06-17 03:45:31
531,SM-MO-0314,PowerTech Distributors,Low stock alert - need restock for Motorola Smartphone Model 862,54,Approved,2024-11-12 05:17:42
532,SM-SA-0315,ConnectPro Supplies,Urgent: Samsung Smartphone Model 994 running out,177,Approved,2024-07-04 13:27:54
533,ME-KI-0203,ElectroMart Solutions,Urgent: Kingston Memory Card Model 588 running out,21,Approved,2025-10-19 07:42:30
534,KE-CO-0023,SmartGear Traders,Bulk order request for Corsair Keyboard Model 387,177,Pending,2025-02-03 00:38:39
535,CA-SO-0380,SoundPro Solutions,Seasonal demand increase for Sony Camera Model 997,154,Pending,2025-03-21 02:11:17
536,CA-BO-0166,DigiHub Electronics,Urgent: Boat Cable Model 267 running out,149,Approved,2024-10-29 02:25:03
537,KE-RA-0341,Visionary Electronics,Low stock alert - need restock for Razer Keyboard Model 887,120,Pending,2026-02-17 21:42:34
538,MO-DE-0655,VisionTech Supplies,Customer pre-orders for Dell Mouse Model 335,120,Approved,2024-03-06 03:21:45
539,CH-BO-0596,ConnectPro Supplies,Seasonal demand increase for Boat Charger Model 272,98,Approved,2024-01-11 03:53:35
540,RO-CI-0745,Visionary Electronics,Bulk order request for Cisco Router Model 715,151,Approved,2024-11-25 16:57:19
541,KE-ST-0777,ConnectPro Supplies,Urgent: SteelSeries Keyboard Model 127 running out,67,Pending,2025-05-26 01:27:11
542,RO-AS-0093,Peripheral Pros,Customer pre-orders for Asus Router Model 825,163,Pending,2026-02-08 08:39:30
543,WE-HP-0111,TechNova Pvt Ltd,Seasonal demand increase for HP Webcam Model 519,18,Pending,2025-02-24 12:46:01
544,TA-AP-0005,Elite Tech Supplies,Low stock alert - need restock for Apple Tablet Model 702,177,Rejected,2025-04-20 14:57:13
545,PO-AM-0690,MobileMart Pvt Ltd,Bulk order request for Ambrane Power Bank Model 799,171,Approved,2025-06-30 17:14:04
546,GA-SO-0033,VisionTech Supplies,Customer pre-orders for Sony Gaming Console Model 353,155,Approved,2024-07-14 07:06:57
547,SM-FI-0423,AudioMax Distributors,Customer pre-orders for Fitbit Smartwatch Model 624,90,Rejected,2025-11-03 06:55:13
548,GA-NI-0659,TechNova Pvt Ltd,Low stock alert - need restock for Nintendo Gaming Console Model 681,29,Approved,2025-08-19 10:03:04
549,SM-FI-0547,Elite Tech Supplies,Customer pre-orders for Fitbit Smartwatch Model 603,61,Approved,2024-08-21 19:03:40
550,TV-TC-0325,PrintWorks Pvt Ltd,Bulk order request for TCL TV Model 493,22,Rejected,2024-02-06 10:47:15
551,EA-JA-0725,ElectroMart Solutions,Low stock alert - need restock for Jabra Earbuds Model 907,77,Approved,2024-09-20 11:10:16
552,ME-KI-0582,ConnectPro Supplies,Low stock alert - need restock for Kingston Memory Card Model 152,18,Pending,2024-12-22 13:53:51
553,SM-BO-0172,GameZone Distributors,Bulk order request for Boat Smartwatch Model 686,131,Approved,2024-11-02 06:52:54
554,SM-BO-0025,ConnectPro Supplies,Customer pre-orders for Boat Smartwatch Model 924,91,Pending,2024-03-27 02:49:31
555,SP-UL-0761,TechNova Pvt Ltd,Seasonal demand increase for Ultimate Ears Speaker Model 239,155,Approved,2024-02-15 23:24:41
556,CH-BE-0154,DigiHub Electronics,Urgent: Belkin Charger Model 907 running out,152,Pending,2025-07-31 02:03:26
557,CA-AN-0049,ElectroMart Solutions,Urgent: Anker Cable Model 863 running out,45,Approved,2025-12-14 00:23:24
558,WE-RA-0048,GadgetHub India,Urgent: Razer Webcam Model 711 running out,144,Approved,2025-01-03 22:37:37
559,HE-SE-0188,SmartGear Traders,Urgent: Sennheiser Headphones Model 545 running out,83,Approved,2025-09-05 04:08:14
560,RO-NE-0440,TechNova Pvt Ltd,Customer pre-orders for Netgear Router Model 787,191,Pending,2025-03-01 14:18:34
561,HE-SK-0700,TechWorld Pvt Ltd,Seasonal demand increase for Skullcandy Headphones Model 432,118,Pending,2024-07-12 22:01:26
562,SP-UL-0761,TechNova Pvt Ltd,Customer pre-orders for Ultimate Ears Speaker Model 239,183,Approved,2024-08-13 08:37:35
563,CA-NI-0371,DigiHub Electronics,Urgent: Nikon Camera Model 497 running out,184,Pending,2025-10-14 06:20:43
564,PR-BR-0533,SmartGear Traders,Customer pre-orders for Brother Printer Model 887,114,Approved,2024-12-01 03:27:12
565,PR-BR-0782,GameZone Distributors,Customer pre-orders for Brother Printer Model 830,200,Approved,2024-03-03 21:44:34
566,WE-RA-0363,TechWorld Pvt Ltd,Customer pre-orders for Razer Webcam Model 721,180,Pending,2025-03-21 10:56:57
567,GA-SO-0036,SmartLife Traders,Seasonal demand increase for Sony Gaming Console Model 866,127,Approved,2026-02-13 10:20:08
568,CH-BE-0657,ReadMore Supplies,Low stock alert - need restock for Belkin Charger Model 397,177,Approved,2025-02-05 23:27:00
569,KE-HP-0520,Elite Tech Supplies,Customer pre-orders for HP Keyboard Model 805,47,Pending,2024-05-29 06:37:52
570,SM-XI-0012,MobileMart Pvt Ltd,Bulk order request for Xiaomi Smartphone Model 849,15,Approved,2024-07-10 11:02:37
571,PR-HP-0549,ReadMore Supplies,Customer pre-orders for HP Printer Model 534,132,Rejected,2026-02-05 19:04:42
572,CA-PA-0704,ElectroMart Solutions,Seasonal demand increase for Panasonic Camera Model 376,72,Pending,2025-09-02 06:46:10
573,CH-BO-0532,VisionTech Supplies,Urgent: Boat Charger Model 841 running out,73,Approved,2024-12-05 04:09:13
574,SM-AP-0635,VisionTech Supplies,Low stock alert - need restock for Apple Smartwatch Model 189,68,Approved,2025-06-05 17:14:38
575,SM-RE-0207,CameraKing Distributors,Seasonal demand increase for Realme Smartphone Model 136,54,Approved,2025-09-27 22:13:43
576,GA-MI-0053,Peripheral Pros,Customer pre-orders for Microsoft Gaming Console Model 469,195,Approved,2024-03-10 16:11:29
577,PR-EP-0687,SoundPro Solutions,Seasonal demand increase for Epson Printer Model 114,47,Approved,2025-07-01 19:16:16
578,PO-MI-0087,PrintWorks Pvt Ltd,Customer pre-orders for Mi Power Bank Model 915,162,Approved,2024-07-19 21:45:12
579,MO-SA-0153,Visionary Electronics,Bulk order request for Samsung Monitor Model 441,41,Approved,2024-12-31 04:04:02
580,WE-RA-0321,ElectroMart Solutions,Low stock alert - need restock for Razer Webcam Model 215,15,Pending,2024-05-15 14:05:22
581,CA-PA-0307,PrintWorks Pvt Ltd,Seasonal demand increase for Panasonic Camera Model 585,88,Approved,2024-11-09 11:39:09
582,MO-DE-0655,VisionTech Supplies,Customer pre-orders for Dell Mouse Model 335,10,Approved,2024-05-22 17:53:33
583,GA-SO-0473,GadgetHub India,Customer pre-orders for Sony Gaming Console Model 540,166,Pending,2025-05-30 03:58:07
584,PR-BR-0452,SmartGear Traders,Urgent: Brother Printer Model 110 running out,165,Approved,2025-04-06 00:58:27
585,TA-RE-0273,PrintWorks Pvt Ltd,Low stock alert - need restock for Realme Tablet Model 285,152,Pending,2025-07-02 04:16:42
586,MO-DE-0681,ElectroMart Solutions,Seasonal demand increase for Dell Monitor Model 782,190,Pending,2024-05-20 02:29:26
587,HE-JB-0140,Peripheral Pros,Customer pre-orders for JBL Headphones Model 512,150,Rejected,2025-12-05 00:43:48
588,CH-BE-0783,GameZone Distributors,Bulk order request for Belkin Charger Model 989,140,Rejected,2024-07-27 06:43:37
589,HE-SK-0331,DigiHub Electronics,Bulk order request for Skullcandy Headphones Model 135,167,Pending,2025-02-24 17:15:20
590,CA-AN-0402,PowerTech Distributors,Low stock alert - need restock for Anker Cable Model 574,65,Approved,2024-12-18 17:13:20
591,WE-HP-0138,GameZone Distributors,Low stock alert - need restock for HP Webcam Model 755,48,Pending,2025-01-30 22:38:30
592,CA-BO-0166,DigiHub Electronics,Low stock alert - need restock for Boat Cable Model 267,105,Approved,2024-03-31 11:05:49
593,WE-LO-0262,AudioMax Distributors,Customer pre-orders for Logitech Webcam Model 512,114,Approved,2024-04-27 23:08:52
594,TV-PA-0270,ElectroMart Solutions,Seasonal demand increase for Panasonic TV Model 687,75,Rejected,2024-03-10 20:26:45
595,TV-PA-0752,GadgetHub India,Customer pre-orders for Panasonic TV Model 795,117,Approved,2025-06-01 03:27:03
596,RO-AS-0505,CameraKing Distributors,Customer pre-orders for Asus Router Model 672,166,Pending,2025-07-19 11:55:12
597,GA-SO-0036,SmartLife Traders,Customer pre-orders for Sony Gaming Console Model 866,53,Approved,2024-09-14 21:13:56
598,RO-LI-0453,GameZone Distributors,Bulk order request for Linksys Router Model 946,28,Approved,2024-08-09 01:59:31
599,ME-KI-0747,DigiHub Electronics,Customer pre-orders for Kingston Memory Card Model 922,96,Pending,2025-05-31 11:05:40
600,TV-SA-0572,AudioMax Distributors,Seasonal demand increase for Samsung TV Model 902,26,Approved,2024-12-19 03:17:20
601,SM-GO-0608,CameraKing Distributors,Seasonal demand increase for Google Smartphone Model 862,174,Pending,2024-03-23 22:52:51
602,LA-MI-0467,CameraKing Distributors,Seasonal demand increase for Microsoft Laptop Model 808,196,Approved,2025-06-08 10:24:06
603,CA-UG-0585,CameraKing Distributors,Urgent: Ugreen Cable Model 645 running out,66,Approved,2025-05-08 22:34:06
604,TV-TC-0325,PrintWorks Pvt Ltd,Customer pre-orders for TCL TV Model 493,112,Approved,2025-07-15 22:51:35
605,LA-AP-0189,VisionTech Supplies,Bulk order request for Apple Laptop Model 516,82,Pending,2025-05-17 10:28:45
606,GA-SO-0050,TechNova Pvt Ltd,Low stock alert - need restock for Sony Gaming Console Model 745,83,Pending,2024-07-02 12:12:19
607,GA-SO-0375,TechNova Pvt Ltd,Low stock alert - need restock for Sony Gaming Console Model 569,112,Pending,2025-04-25 21:31:58
608,ME-KI-0302,Visionary Electronics,Low stock alert - need restock for Kingston Memory Card Model 569,180,Approved,2024-04-15 17:19:43
609,SP-HA-0624,PrintWorks Pvt Ltd,Seasonal demand increase for Harman Kardon Speaker Model 710,55,Approved,2024-04-06 20:42:06
610,MO-SA-0075,TechNova Pvt Ltd,Customer pre-orders for Samsung Monitor Model 283,23,Pending,2026-01-14 15:15:55
611,HE-BO-0774,ElectroMart Solutions,Urgent: Bose Headphones Model 850 running out,100,Pending,2026-01-30 07:20:32
612,SP-UL-0548,SmartGear Traders,Bulk order request for Ultimate Ears Speaker Model 696,78,Approved,2024-02-25 12:08:54
613,GA-SO-0509,PowerTech Distributors,Low stock alert - need restock for Sony Gaming Console Model 159,200,Pending,2024-09-16 03:22:50
614,CA-BO-0127,SoundPro Solutions,Bulk order request for Boat Cable Model 141,135,Approved,2024-12-19 10:43:34
615,SM-AM-0647,ElectroMart Solutions,Customer pre-orders for Amazfit Smartwatch Model 189,18,Pending,2025-12-26 19:20:03
616,PO-ON-0540,GameZone Distributors,Urgent: OnePlus Power Bank Model 110 running out,96,Approved,2024-04-19 07:19:23
617,TA-XI-0732,AudioMax Distributors,Low stock alert - need restock for Xiaomi Tablet Model 387,146,Rejected,2025-01-23 22:16:15
618,PR-BR-0699,ConnectPro Supplies,Low stock alert - need restock for Brother Printer Model 153,69,Pending,2025-04-11 21:06:33
619,CA-AM-0590,CameraKing Distributors,Seasonal demand increase for AmazonBasics Cable Model 705,76,Pending,2025-07-28 22:05:44
620,SM-AM-0112,VisionTech Supplies,Low stock alert - need restock for Amazfit Smartwatch Model 532,96,Approved,2025-08-23 21:09:30
621,LA-AC-0679,DigiHub Electronics,Low stock alert - need restock for Acer Laptop Model 361,200,Approved,2024-11-06 22:04:21
622,PR-BR-0452,SmartGear Traders,Bulk order request for Brother Printer Model 110,47,Approved,2025-07-13 14:49:25
623,SM-SA-0511,AudioMax Distributors,Low stock alert - need restock for Samsung Smartphone Model 115,200,Pending,2025-08-26 11:35:33
624,HE-SK-0445,AudioMax Distributors,Urgent: Skullcandy Headphones Model 419 running out,174,Pending,2024-06-21 14:47:39
625,HE-BO-0627,DigiHub Electronics,Urgent: Bose Headphones Model 393 running out,156,Approved,2025-09-21 08:18:39
626,EA-BO-0225,ReadMore Supplies,Low stock alert - need restock for Boat Earbuds Model 782,14,Approved,2025-08-01 11:13:33
627,MO-BE-0456,TechWorld Pvt Ltd,Bulk order request for BenQ Monitor Model 384,189,Approved,2024-03-14 20:26:43
628,LA-LE-0067,Elite Tech Supplies,Seasonal demand increase for Lenovo Laptop Model 571,88,Approved,2025-03-04 17:48:25
629,MO-AS-0347,GameZone Distributors,Low stock alert - need restock for Asus Monitor Model 424,18,Rejected,2025-05-29 17:52:36
630,MO-SA-0075,TechNova Pvt Ltd,Customer pre-orders for Samsung Monitor Model 283,149,Rejected,2026-02-21 21:28:12
631,LA-DE-0665,PowerTech Distributors,Low stock alert - need restock for Dell Laptop Model 445,29,Pending,2025-05-05 00:15:36
632,TA-AP-0005,Elite Tech Supplies,Bulk order request for Apple Tablet Model 702,166,Pending,2025-10-13 03:51:50
633,KE-ST-0600,GadgetHub India,Customer pre-orders for SteelSeries Keyboard Model 897,77,Approved,2026-01-15 10:53:32
634,MO-LO-0611,SoundPro Solutions,Seasonal demand increase for Logitech Mouse Model 906,86,Approved,2025-11-10 15:51:29
635,CA-AM-0047,PrintWorks Pvt Ltd,Bulk order request for AmazonBasics Cable Model 770,136,Pending,2024-11-30 19:15:06
636,CA-ON-0122,GadgetHub India,Seasonal demand increase for OnePlus Cable Model 221,43,Pending,2025-10-02 12:28:45
637,PR-XE-0709,AudioMax Distributors,Seasonal demand increase for Xerox Printer Model 429,16,Rejected,2025-07-31 23:06:00
638,MO-ST-0385,CameraKing Distributors,Bulk order request for SteelSeries Mouse Model 696,19,Rejected,2025-05-12 00:52:08
639,SM-GA-0419,ElectroMart Solutions,Seasonal demand increase for Garmin Smartwatch Model 696,72,Approved,2025-07-03 19:16:44
640,CA-CA-0296,GadgetHub India,Low stock alert - need restock for Canon Camera Model 405,145,Rejected,2024-02-10 03:49:32
641,PR-CA-0310,AudioMax Distributors,Customer pre-orders for Canon Printer Model 642,165,Pending,2024-09-01 23:47:43
642,HE-JB-0795,Visionary Electronics,Urgent: JBL Headphones Model 586 running out,35,Pending,2025-02-01 16:27:00
643,TA-XI-0732,AudioMax Distributors,Customer pre-orders for Xiaomi Tablet Model 387,57,Approved,2026-02-09 05:16:01
644,SP-UL-0663,PrintWorks Pvt Ltd,Seasonal demand increase for Ultimate Ears Speaker Model 657,84,Approved,2024-10-07 00:37:12
645,CA-FU-0793,SmartGear Traders,Urgent: Fujifilm Camera Model 232 running out,40,Approved,2025-07-10 04:56:45
646,EA-SA-0206,DigiHub Electronics,Urgent: Samsung Earbuds Model 528 running out,134,Pending,2024-02-08 02:51:14
647,MO-DE-0063,Visionary Electronics,Seasonal demand increase for Dell Mouse Model 631,51,Approved,2025-06-23 16:35:59
648,PR-XE-0567,GameZone Distributors,Urgent: Xerox Printer Model 971 running out,146,Pending,2024-06-23 20:12:40
649,KE-CO-0009,Visionary Electronics,Low stock alert - need restock for Corsair Keyboard Model 632,112,Approved,2024-01-27 02:12:12
650,GA-SO-0763,ConnectPro Supplies,Low stock alert - need restock for Sony Gaming Console Model 384,101,Approved,2024-04-17 19:04:35
651,SP-BO-0477,PowerTech Distributors,Bulk order request for Bose Speaker Model 484,11,Approved,2025-01-28 17:58:36
652,TA-SA-0424,GameZone Distributors,Bulk order request for Samsung Tablet Model 620,128,Pending,2025-09-24 01:06:52
653,HE-SK-0046,GadgetHub India,Urgent: Skullcandy Headphones Model 331 running out,77,Approved,2025-02-02 16:57:35
654,KE-ST-0437,TechNova Pvt Ltd,Seasonal demand increase for SteelSeries Keyboard Model 822,133,Pending,2025-12-19 01:12:18
655,WE-MI-0756,TechWorld Pvt Ltd,Bulk order request for Microsoft Webcam Model 402,156,Approved,2025-03-01 01:11:25
656,LA-MI-0057,SmartLife Traders,Customer pre-orders for Microsoft Laptop Model 414,40,Approved,2024-09-24 14:19:05
657,CA-NI-0322,Peripheral Pros,Urgent: Nikon Camera Model 700 running out,200,Pending,2025-01-31 05:17:04
658,TA-RE-0344,Visionary Electronics,Seasonal demand increase for Realme Tablet Model 265,164,Approved,2024-02-27 23:37:33
659,SM-GO-0403,Peripheral Pros,Seasonal demand increase for Google Smartphone Model 883,143,Pending,2025-11-16 09:59:12
660,PO-SA-0749,ReadMore Supplies,Bulk order request for Samsung Power Bank Model 870,55,Approved,2024-01-09 07:28:58
661,MO-CO-0500,ConnectPro Supplies,Seasonal demand increase for Corsair Mouse Model 268,115,Rejected,2024-03-01 06:42:30
662,KE-ST-0766,VisionTech Supplies,Bulk order request for SteelSeries Keyboard Model 122,34,Approved,2024-01-13 08:56:30
663,SM-NO-0530,ConnectPro Supplies,Low stock alert - need restock for Noise Smartwatch Model 745,163,Rejected,2025-04-22 00:40:39
664,MO-MI-0701,GadgetHub India,Urgent: Microsoft Mouse Model 454 running out,57,Pending,2026-02-24 15:10:35
665,CH-BO-0661,PowerTech Distributors,Urgent: Boat Charger Model 283 running out,159,Approved,2024-03-16 03:15:50
666,RO-TP-0800,CameraKing Distributors,Seasonal demand increase for TP-Link Router Model 838,149,Pending,2025-07-31 04:41:18
667,CA-SO-0414,SmartLife Traders,Low stock alert - need restock for Sony Camera Model 424,16,Pending,2025-06-05 09:20:36
