sku,name,brand,purchase_price,price,quantity,category,supplier,description,warranty_months
CA-SO-0428,Sony Camera Model 352,Sony,70129,89759,74,Camera,GadgetHub India,Sony Camera with premium features,6
ME-SO-0429,Sony Memory Card Model 345,Sony,2046,2857,47,Memory Card,Elite Tech Supplies,Sony Memory Card with premium features,12
LA-AC-0430,Acer Laptop Model 224,Acer,37154,51049,74,Laptop,MobileMart Pvt Ltd,Acer Laptop with premium features,24
PR-EP-0431,Epson Printer Model 645,Epson,7135,10941,77,Printer,TechNova Pvt Ltd,Epson Printer with premium features,6
LA-HP-0432,HP Laptop Model 535,HP,122161,185439,50,Laptop,SoundPro Solutions,HP Laptop with premium features,12
TV-ON-0433,OnePlus TV Model 942,OnePlus,132643,182635,25,TV,Elite Tech Supplies,OnePlus TV with premium features,36
CH-ON-0434,OnePlus Charger Model 926,OnePlus,1109,1664,20,Charger,SmartGear Traders,OnePlus Charger with premium features,12
PO-AM-0435,Ambrane Power Bank Model 150,Ambrane,2993,4107,33,Power Bank,GadgetHub India,Ambrane Power Bank with premium features,36
MO-MI-0436,Microsoft Mouse Model 651,Microsoft,2041,3309,84,Mouse,Peripheral Pros,Microsoft Mouse with premium features,36
KE-ST-0437,SteelSeries Keyboard Model 822,SteelSeries,8123,11615,15,Keyboard,TechNova Pvt Ltd,SteelSeries Keyboard with premium features,36
WE-MI-0438,Microsoft Webcam Model 368,Microsoft,6225,9492,7,Webcam,DigiHub Electronics,Microsoft Webcam with premium features,24
KE-DE-0439,Dell Keyboard Model 571,Dell,4137,6700,18,Keyboard,DigiHub Electronics,Dell Keyboard with premium features,24
RO-NE-0440,Netgear Router Model 787,Netgear,6536,9366,98,Router,TechNova Pvt Ltd,Netgear Router with premium features,12
TA-AM-0441,Amazon Tablet Model 838,Amazon,21003,33063,85,Tablet,TechNova Pvt Ltd,Amazon Tablet with premium features,12
LA-DE-0442,Dell Laptop Model 139,Dell,150924,194159,50,Laptop,ConnectPro Supplies,Dell Laptop with premium features,36
MO-DE-0443,Dell Monitor Model 724,Dell,45290,60187,12,Monitor,PrintWorks Pvt Ltd,Dell Monitor with premium features,12
SM-OP-0444,Oppo Smartphone Model 115,Oppo,68316,106854,97,Smartphone,TechNova Pvt Ltd,Oppo Smartphone with premium features,12
HE-SK-0445,Skullcandy Headphones Model 419,Skullcandy,19872,24899,47,Headphones,AudioMax Distributors,Skullcandy Headphones with premium features,36
WE-HP-0446,HP Webcam Model 197,HP,9491,14082,26,Webcam,PowerTech Distributors,HP Webcam with premium features,12
MO-RA-0447,Razer Mouse Model 956,Razer,2516,4133,39,Mouse,Visionary Electronics,Razer Mouse with premium features,36
CA-GO-0448,GoPro Camera Model 579,GoPro,29061,36564,55,Camera,Visionary Electronics,GoPro Camera with premium features,6
TV-ON-0449,OnePlus TV Model 241,OnePlus,45944,58056,43,TV,Elite Tech Supplies,OnePlus TV with premium features,36
CA-UG-0450,Ugreen Cable Model 974,Ugreen,1037,1387,48,Cable,MobileMart Pvt Ltd,Ugreen Cable with premium features,36
CA-BO-0451,Boat Cable Model 548,Boat,482,628,44,Cable,GameZone Distributors,Boat Cable with premium features,6
PR-BR-0452,Brother Printer Model 110,Brother,5443,6909,18,Printer,SmartGear Traders,Brother Printer with premium features,6
RO-LI-0453,Linksys Router Model 946,Linksys,6595,8686,9,Router,GameZone Distributors,Linksys Router with premium features,6
HE-BO-0454,Bose Headphones Model 733,Bose,14643,20069,35,Headphones,PowerTech Distributors,Bose Headphones with premium features,36
CA-SO-0455,Sony Camera Model 104,Sony,93043,132878,39,Camera,SoundPro Solutions,Sony Camera with premium features,36
MO-BE-0456,BenQ Monitor Model 384,BenQ,11598,18168,66,Monitor,TechWorld Pvt Ltd,BenQ Monitor with premium features,36
CA-GO-0457,GoPro Camera Model 774,GoPro,79796,101489,33,Camera,PowerTech Distributors,GoPro Camera with premium features,6
ME-SO-0458,Sony Memory Card Model 370,Sony,2674,3719,97,Memory Card,Peripheral Pros,Sony Memory Card with premium features,6
PO-AM-0459,Ambrane Power Bank Model 269,Ambrane,1829,2933,68,Power Bank,GameZone Distributors,Ambrane Power Bank with premium features,12
TV-PA-0460,Panasonic TV Model 820,Panasonic,24161,33828,29,TV,SmartLife Traders,Panasonic TV with premium features,24
RO-NE-0461,Netgear Router Model 454,Netgear,5294,8615,87,Router,AudioMax Distributors,Netgear Router with premium features,24
SM-FI-0462,Fitbit Smartwatch Model 243,Fitbit,21745,35191,34,Smartwatch,Visionary Electronics,Fitbit Smartwatch with premium features,6
CA-OL-0463,Olympus Camera Model 987,Olympus,29316,46467,33,Camera,CameraKing Distributors,Olympus Camera with premium features,24
SM-AP-0464,Apple Smartwatch Model 568,Apple,29998,38074,82,Smartwatch,MobileMart Pvt Ltd,Apple Smartwatch with premium features,6
TA-MI-0465,Microsoft Tablet Model 995,Microsoft,41776,52772,41,Tablet,TechWorld Pvt Ltd,Microsoft Tablet with premium features,24
MO-HP-0466,HP Mouse Model 516,HP,2156,3165,100,Mouse,ElectroMart Solutions,HP Mouse with premium features,36
LA-MI-0467,Microsoft Laptop Model 808,Microsoft,22526,30894,12,Laptop,CameraKing Distributors,Microsoft Laptop with premium features,6
SP-BO-0468,Boat Speaker Model 759,Boat,11166,18557,65,Speaker,PrintWorks Pvt Ltd,Boat Speaker with premium features,6
SM-RE-0469,Realme Smartphone Model 472,Realme,35943,57589,99,Smartphone,CameraKing Distributors,Realme Smartphone with premium features,36
WE-CR-0470,Creative Webcam Model 908,Creative,5653,7582,18,Webcam,Elite Tech Supplies,Creative Webcam with premium features,12
CH-BE-0471,Belkin Charger Model 279,Belkin,966,1344,92,Charger,PrintWorks Pvt Ltd,Belkin Charger with premium features,36
WE-CR-0472,Creative Webcam Model 622,Creative,1533,1928,28,Webcam,DigiHub Electronics,Creative Webcam with premium features,24
GA-SO-0473,Sony Gaming Console Model 540,Sony,33302,54701,76,Gaming Console,GadgetHub India,Sony Gaming Console with premium features,36
KE-ST-0474,SteelSeries Keyboard Model 183,SteelSeries,5080,6679,77,Keyboard,ElectroMart Solutions,SteelSeries Keyboard with premium features,24
SM-VI-0475,Vivo Smartphone Model 481,Vivo,59542,93198,94,Smartphone,MobileMart Pvt Ltd,Vivo Smartphone with premium features,36
CA-SO-0476,Sony Camera Model 302,Sony,64515,86883,46,Camera,Peripheral Pros,Sony Camera with premium features,36
SP-BO-0477,Bose Speaker Model 484,Bose,1280,1970,97,Speaker,PowerTech Distributors,Bose Speaker with premium features,6
PR-CA-0478,Canon Printer Model 288,Canon,30425,42089,21,Printer,VisionTech Supplies,Canon Printer with premium features,36
PR-EP-0479,Epson Printer Model 857,Epson,19560,28382,60,Printer,TechWorld Pvt Ltd,Epson Printer with premium features,6
ME-KI-0480,Kingston Memory Card Model 380,Kingston,2605,3343,19,Memory Card,SmartGear Traders,Kingston Memory Card with premium features,36
KE-HP-0481,HP Keyboard Model 678,HP,3175,4793,34,Keyboard,SmartLife Traders,HP Keyboard with premium features,36
PR-BR-0482,Brother Printer Model 432,Brother,36657,47757,12,Printer,Elite Tech Supplies,Brother Printer with premium features,24
RO-NE-0483,Netgear Router Model 930,Netgear,1719,2766,54,Router,TechWorld Pvt Ltd,Netgear Router with premium features,12
PR-HP-0484,HP Printer Model 743,HP,33118,47890,31,Printer,PowerTech Distributors,HP Printer with premium features,36
HE-BO-0485,Bose Headphones Model 782,Bose,7335,10935,36,Headphones,AudioMax Distributors,Bose Headphones with premium features,6
SM-RE-0486,Realme Smartphone Model 714,Realme,14606,18723,69,Smartphone,DigiHub Electronics,Realme Smartphone with premium features,6
TA-AM-0487,Amazon Tablet Model 801,Amazon,58060,77162,20,Tablet,TechNova Pvt Ltd,Amazon Tablet with premium features,36
KE-LO-0488,Logitech Keyboard Model 401,Logitech,2663,3630,60,Keyboard,DigiHub Electronics,Logitech Keyboard with premium features,6
PO-AM-0489,Ambrane Power Bank Model 505,Ambrane,995,1557,23,Power Bank,GameZone Distributors,Ambrane Power Bank with premium features,6
GA-SO-0490,Sony Gaming Console Model 897,Sony,19923,27860,71,Gaming Console,SmartLife Traders,Sony Gaming Console with premium features,12
CH-BO-0491,Boat Charger Model 648,Boat,1536,2035,27,Charger,PrintWorks Pvt Ltd,Boat Charger with premium features,6
GA-MI-0492,Microsoft Gaming Console Model 483,Microsoft,37948,51987,68,Gaming Console,MobileMart Pvt Ltd,Microsoft Gaming Console with premium features,24
CA-BO-0493,Boat Cable Model 217,Boat,380,606,86,Cable,TechWorld Pvt Ltd,Boat Cable with premium features,24
EA-ON-0494,OnePlus Earbuds Model 510,OnePlus,18693,24139,1,Earbuds,TechNova Pvt Ltd,OnePlus Earbuds with premium features,24
SP-BO-0495,Bose Speaker Model 237,Bose,15033,23767,51,Speaker,DigiHub Electronics,Bose Speaker with premium features,36
SP-UL-0496,Ultimate Ears Speaker Model 677,Ultimate Ears,14206,18255,37,Speaker,Elite Tech Supplies,Ultimate Ears Speaker with premium features,24
MO-DE-0497,Dell Mouse Model 392,Dell,2248,3227,65,Mouse,CameraKing Distributors,Dell Mouse with premium features,24
CA-BO-0498,Boat Cable Model 832,Boat,1132,1437,24,Cable,VisionTech Supplies,Boat Cable with premium features,24
TA-SA-0499,Samsung Tablet Model 162,Samsung,28012,37912,51,Tablet,SmartLife Traders,Samsung Tablet with premium features,24
MO-CO-0500,Corsair Mouse Model 268,Corsair,2331,3634,26,Mouse,ConnectPro Supplies,Corsair Mouse with premium features,12
SM-OP-0501,Oppo Smartphone Model 292,Oppo,54139,88476,26,Smartphone,TechNova Pvt Ltd,Oppo Smartphone with premium features,36
TA-RE-0502,Realme Tablet Model 326,Realme,50764,74167,70,Tablet,ReadMore Supplies,Realme Tablet with premium features,12
RO-AS-0503,Asus Router Model 358,Asus,2643,3765,64,Router,ElectroMart Solutions,Asus Router with premium features,6
KE-KE-0504,Keychron Keyboard Model 777,Keychron,4576,6141,92,Keyboard,PrintWorks Pvt Ltd,Keychron Keyboard with premium features,12
RO-AS-0505,Asus Router Model 672,Asus,2077,2757,43,Router,CameraKing Distributors,Asus Router with premium features,24
PO-SA-0506,Samsung Power Bank Model 563,Samsung,1347,1798,55,Power Bank,AudioMax Distributors,Samsung Power Bank with premium features,6
PO-RE-0507,Realme Power Bank Model 438,Realme,3605,4961,74,Power Bank,CameraKing Distributors,Realme Power Bank with premium features,36
EA-AN-0508,Anker Earbuds Model 619,Anker,3581,5788,90,Earbuds,CameraKing Distributors,Anker Earbuds with premium features,12
GA-SO-0509,Sony Gaming Console Model 159,Sony,32891,51693,37,Gaming Console,PowerTech Distributors,Sony Gaming Console with premium features,24
KE-DU-0510,Ducky Keyboard Model 238,Ducky,3806,5032,30,Keyboard,SmartGear Traders,Ducky Keyboard with premium features,12
SM-SA-0511,Samsung Smartphone Model 115,Samsung,40005,61886,71,Smartphone,AudioMax Distributors,Samsung Smartphone with premium features,24
GA-SO-0512,Sony Gaming Console Model 199,Sony,18768,28691,70,Gaming Console,Elite Tech Supplies,Sony Gaming Console with premium features,24
CA-GO-0513,GoPro Camera Model 735,GoPro,100438,125681,69,Camera,TechWorld Pvt Ltd,GoPro Camera with premium features,12
PO-AM-0514,Ambrane Power Bank Model 868,Ambrane,3339,4428,37,Power Bank,SmartGear Traders,Ambrane Power Bank with premium features,12
MO-DE-0515,Dell Mouse Model 162,Dell,4256,6638,81,Mouse,TechNova Pvt Ltd,Dell Mouse with premium features,6
LA-DE-0516,Dell Laptop Model 871,Dell,116476,175001,24,Laptop,Elite Tech Supplies,Dell Laptop with premium features,24
HE-JB-0517,JBL Headphones Model 275,JBL,13925,19614,84,Headphones,DigiHub Electronics,JBL Headphones with premium features,12
KE-CO-0518,Corsair Keyboard Model 680,Corsair,7829,10632,18,Keyboard,AudioMax Distributors,Corsair Keyboard with premium features,6
PR-BR-0519,Brother Printer Model 596,Brother,23257,36038,6,Printer,Peripheral Pros,Brother Printer with premium features,12
KE-HP-0520,HP Keyboard Model 805,HP,9532,14475,74,Keyboard,Elite Tech Supplies,HP Keyboard with premium features,12
TA-MI-0521,Microsoft Tablet Model 645,Microsoft,17689,28382,82,Tablet,ConnectPro Supplies,Microsoft Tablet with premium features,6
GA-SO-0522,Sony Gaming Console Model 955,Sony,31050,46811,62,Gaming Console,GameZone Distributors,Sony Gaming Console with premium features,24
TA-LE-0523,Lenovo Tablet Model 674,Lenovo,33412,53800,82,Tablet,CameraKing Distributors,Lenovo Tablet with premium features,6
CH-BO-0524,Boat Charger Model 606,Boat,516,813,36,Charger,MobileMart Pvt Ltd,Boat Charger with premium features,6
MO-BE-0525,BenQ Monitor Model 116,BenQ,28939,37174,30,Monitor,SoundPro Solutions,BenQ Monitor with premium features,12
EA-SA-0526,Samsung Earbuds Model 396,Samsung,7522,11245,93,Earbuds,Elite Tech Supplies,Samsung Earbuds with premium features,36
SM-BO-0527,Boat Smartwatch Model 746,Boat,21551,30839,32,Smartwatch,ConnectPro Supplies,Boat Smartwatch with premium features,12
RO-LI-0528,Linksys Router Model 315,Linksys,4906,8103,58,Router,TechNova Pvt Ltd,Linksys Router with premium features,36
CA-SO-0529,Sony Camera Model 431,Sony,48069,75875,83,Camera,VisionTech Supplies,Sony Camera with premium features,12
SM-NO-0530,Noise Smartwatch Model 745,Noise,8630,11776,30,Smartwatch,ConnectPro Supplies,Noise Smartwatch with premium features,24
EA-AP-0531,Apple Earbuds Model 560,Apple,1014,1606,8,Earbuds,SmartLife Traders,Apple Earbuds with premium features,6
CH-BO-0532,Boat Charger Model 841,Boat,1021,1286,88,Charger,VisionTech Supplies,Boat Charger with premium features,24
PR-BR-0533,Brother Printer Model 887,Brother,17847,26144,35,Printer,SmartGear Traders,Brother Printer with premium features,6
CA-CA-0534,Canon Camera Model 871,Canon,53302,67696,29,Camera,GadgetHub India,Canon Camera with premium features,6
PO-ON-0535,OnePlus Power Bank Model 382,OnePlus,1832,2680,41,Power Bank,Visionary Electronics,OnePlus Power Bank with premium features,24
PO-SY-0536,Syska Power Bank Model 464,Syska,2648,3374,43,Power Bank,ReadMore Supplies,Syska Power Bank with premium features,12
LA-AC-0537,Acer Laptop Model 691,Acer,54550,86393,3,Laptop,SmartGear Traders,Acer Laptop with premium features,6
GA-SO-0538,Sony Gaming Console Model 179,Sony,40877,54666,39,Gaming Console,ConnectPro Supplies,Sony Gaming Console with premium features,24
CA-BE-0539,Belkin Cable Model 290,Belkin,648,915,82,Cable,ElectroMart Solutions,Belkin Cable with premium features,36
PO-ON-0540,OnePlus Power Bank Model 110,OnePlus,2244,2844,11,Power Bank,GameZone Distributors,OnePlus Power Bank with premium features,24
LA-RA-0541,Razer Laptop Model 908,Razer,113862,170508,36,Laptop,TechWorld Pvt Ltd,Razer Laptop with premium features,12
MO-LO-0542,Logitech Mouse Model 388,Logitech,2344,3637,72,Mouse,TechWorld Pvt Ltd,Logitech Mouse with premium features,24
SM-SA-0543,Samsung Smartphone Model 359,Samsung,30495,48209,6,Smartphone,PrintWorks Pvt Ltd,Samsung Smartphone with premium features,6
KE-DU-0544,Ducky Keyboard Model 326,Ducky,5954,9743,84,Keyboard,ElectroMart Solutions,Ducky Keyboard with premium features,6
SM-NO-0545,Noise Smartwatch Model 550,Noise,29435,43902,73,Smartwatch,CameraKing Distributors,Noise Smartwatch with premium features,36
HE-BE-0546,Beats Headphones Model 934,Beats,7177,9630,89,Headphones,PowerTech Distributors,Beats Headphones with premium features,24
SM-FI-0547,Fitbit Smartwatch Model 603,Fitbit,21207,31509,26,Smartwatch,Elite Tech Supplies,Fitbit Smartwatch with premium features,24
SP-UL-0548,Ultimate Ears Speaker Model 696,Ultimate Ears,10576,14301,11,Speaker,SmartGear Traders,Ultimate Ears Speaker with premium features,24
PR-HP-0549,HP Printer Model 534,HP,34509,44649,25,Printer,ReadMore Supplies,HP Printer with premium features,12
TA-SA-0550,Samsung Tablet Model 708,Samsung,50532,70010,49,Tablet,PowerTech Distributors,Samsung Tablet with premium features,36
EA-ON-0551,OnePlus Earbuds Model 502,OnePlus,11985,17006,64,Earbuds,AudioMax Distributors,OnePlus Earbuds with premium features,24
MO-DE-0552,Dell Mouse Model 159,Dell,3254,4686,70,Mouse,PrintWorks Pvt Ltd,Dell Mouse with premium features,6
GA-MI-0553,Microsoft Gaming Console Model 789,Microsoft,16000,26403,81,Gaming Console,SmartLife Traders,Microsoft Gaming Console with premium features,24
SP-SO-0554,Sony Speaker Model 352,Sony,27709,36526,7,Speaker,AudioMax Distributors,Sony Speaker with premium features,24
PO-SA-0555,Samsung Power Bank Model 813,Samsung,3630,4577,49,Power Bank,PowerTech Distributors,Samsung Power Bank with premium features,24
WE-RA-0556,Razer Webcam Model 644,Razer,5977,9090,83,Webcam,CameraKing Distributors,Razer Webcam with premium features,12
SP-UL-0557,Ultimate Ears Speaker Model 980,Ultimate Ears,26803,34915,5,Speaker,Visionary Electronics,Ultimate Ears Speaker with premium features,24
EA-SO-0558,Sony Earbuds Model 560,Sony,13628,22075,75,Earbuds,VisionTech Supplies,Sony Earbuds with premium features,36
MO-DE-0559,Dell Monitor Model 902,Dell,36483,55401,91,Monitor,SoundPro Solutions,Dell Monitor with premium features,36
SM-AP-0560,Apple Smartphone Model 243,Apple,68868,107835,90,Smartphone,Elite Tech Supplies,Apple Smartphone with premium features,12
PO-RE-0561,Realme Power Bank Model 147,Realme,2309,2904,29,Power Bank,Peripheral Pros,Realme Power Bank with premium features,36
GA-SO-0562,Sony Gaming Console Model 717,Sony,24465,39439,55,Gaming Console,ElectroMart Solutions,Sony Gaming Console with premium features,12
MO-LO-0563,Logitech Mouse Model 323,Logitech,3611,5657,30,Mouse,GameZone Distributors,Logitech Mouse with premium features,6
RO-AS-0564,Asus Router Model 782,Asus,8518,11051,46,Router,PrintWorks Pvt Ltd,Asus Router with premium features,36
SM-FI-0565,Fitbit Smartwatch Model 848,Fitbit,1820,2833,0,Smartwatch,Elite Tech Supplies,Fitbit Smartwatch with premium features,24
WE-LO-0566,Logitech Webcam Model 613,Logitech,4523,7018,23,Webcam,Elite Tech Supplies,Logitech Webcam with premium features,6
PR-XE-0567,Xerox Printer Model 971,Xerox,13082,21414,64,Printer,GameZone Distributors,Xerox Printer with premium features,24
SP-JB-0568,JBL Speaker Model 649,JBL,9006,12896,87,Speaker,GadgetHub India,JBL Speaker with premium features,24
CA-NI-0569,Nikon Camera Model 905,Nikon,67483,88921,87,Camera,Peripheral Pros,Nikon Camera with premium features,12
PR-HP-0570,HP Printer Model 675,HP,30484,47038,5,Printer,VisionTech Supplies,HP Printer with premium features,6
CA-SO-0571,Sony Camera Model 198,Sony,84557,136061,59,Camera,GameZone Distributors,Sony Camera with premium features,12
TV-SA-0572,Samsung TV Model 902,Samsung,23793,36784,70,TV,AudioMax Distributors,Samsung TV with premium features,36
ME-TR-0573,Transcend Memory Card Model 884,Transcend,2421,3799,96,Memory Card,ConnectPro Supplies,Transcend Memory Card with premium features,6
SP-HA-0574,Harman Kardon Speaker Model 867,Harman Kardon,24256,34832,79,Speaker,ConnectPro Supplies,Harman Kardon Speaker with premium features,36
KE-RA-0575,Razer Keyboard Model 297,Razer,9572,12888,9,Keyboard,ReadMore Supplies,Razer Keyboard with premium features,36
SM-ON-0576,OnePlus Smartwatch Model 874,OnePlus,10490,15226,36,Smartwatch,GadgetHub India,OnePlus Smartwatch with premium features,6
HE-PH-0577,Philips Headphones Model 519,Philips,13401,20181,77,Headphones,AudioMax Distributors,Philips Headphones with premium features,36
CA-BE-0578,Belkin Cable Model 613,Belkin,831,1271,14,Cable,Elite Tech Supplies,Belkin Cable with premium features,12
SP-HA-0579,Harman Kardon Speaker Model 756,Harman Kardon,13554,17620,40,Speaker,CameraKing Distributors,Harman Kardon Speaker with premium features,12
LA-DE-0580,Dell Laptop Model 680,Dell,56907,84317,26,Laptop,SoundPro Solutions,Dell Laptop with premium features,24
MO-HP-0581,HP Monitor Model 711,HP,12559,20789,7,Monitor,ReadMore Supplies,HP Monitor with premium features,12
ME-KI-0582,Kingston Memory Card Model 152,Kingston,1756,2204,30,Memory Card,ConnectPro Supplies,Kingston Memory Card with premium features,36
SM-RE-0583,Realme Smartphone Model 140,Realme,93696,125179,36,Smartphone,Visionary Electronics,Realme Smartphone with premium features,6
CA-ON-0584,OnePlus Cable Model 296,OnePlus,298,415,90,Cable,GameZone Distributors,OnePlus Cable with premium features,24
CA-UG-0585,Ugreen Cable Model 645,Ugreen,528,787,66,Cable,CameraKing Distributors,Ugreen Cable with premium features,36
HE-SO-0586,Sony Headphones Model 264,Sony,7421,9701,95,Headphones,TechWorld Pvt Ltd,Sony Headphones with premium features,36
WE-LO-0587,Logitech Webcam Model 564,Logitech,5375,8689,6,Webcam,PowerTech Distributors,Logitech Webcam with premium features,12
TV-TC-0588,TCL TV Model 454,TCL,27423,43669,98,TV,ReadMore Supplies,TCL TV with premium features,36
LA-HP-0589,HP Laptop Model 509,HP,134278,181432,19,Laptop,SmartLife Traders,HP Laptop with premium features,36
CA-AM-0590,AmazonBasics Cable Model 705,AmazonBasics,574,891,92,Cable,CameraKing Distributors,AmazonBasics Cable with premium features,12
KE-KE-0591,Keychron Keyboard Model 688,Keychron,2968,3788,97,Keyboard,Elite Tech Supplies,Keychron Keyboard with premium features,6
HE-SK-0592,Skullcandy Headphones Model 980,Skullcandy,18752,29337,34,Headphones,GadgetHub India,Skullcandy Headphones with premium features,24
EA-JA-0593,Jabra Earbuds Model 970,Jabra,16841,23925,25,Earbuds,ElectroMart Solutions,Jabra Earbuds with premium features,24
KE-HP-0594,HP Keyboard Model 237,HP,3397,4867,4,Keyboard,PowerTech Distributors,HP Keyboard with premium features,36
ME-KI-0595,Kingston Memory Card Model 494,Kingston,2136,2706,39,Memory Card,PowerTech Distributors,Kingston Memory Card with premium features,36
CH-BO-0596,Boat Charger Model 272,Boat,1470,1926,62,Charger,ConnectPro Supplies,Boat Charger with premium features,24
SP-HA-0597,Harman Kardon Speaker Model 306,Harman Kardon,20649,26777,10,Speaker,ConnectPro Supplies,Harman Kardon Speaker with premium features,6
TV-SO-0598,Sony TV Model 750,Sony,13924,22705,88,TV,ConnectPro Supplies,Sony TV with premium features,24
CA-AN-0599,Anker Cable Model 491,Anker,979,1378,72,Cable,PrintWorks Pvt Ltd,Anker Cable with premium features,6
KE-ST-0600,SteelSeries Keyboard Model 897,SteelSeries,9506,13389,31,Keyboard,GadgetHub India,SteelSeries Keyboard with premium features,6
CH-BO-0601,Boat Charger Model 699,Boat,1428,1792,10,Charger,GadgetHub India,Boat Charger with premium features,36
MO-AC-0602,Acer Monitor Model 719,Acer,39475,59185,76,Monitor,TechNova Pvt Ltd,Acer Monitor with premium features,24
TV-XI-0603,Xiaomi TV Model 990,Xiaomi,117866,189834,12,TV,ConnectPro Supplies,Xiaomi TV with premium features,6
MO-SA-0604,Samsung Monitor Model 521,Samsung,17964,26820,3,Monitor,PowerTech Distributors,Samsung Monitor with premium features,24
RO-LI-0605,Linksys Router Model 533,Linksys,7200,11031,46,Router,TechNova Pvt Ltd,Linksys Router with premium features,36
MO-MI-0606,Microsoft Mouse Model 262,Microsoft,2685,4170,46,Mouse,Visionary Electronics,Microsoft Mouse with premium features,6
ME-SA-0607,Samsung Memory Card Model 489,Samsung,4244,5511,61,Memory Card,AudioMax Distributors,Samsung Memory Card with premium features,6
SM-GO-0608,Google Smartphone Model 862,Google,23050,35240,97,Smartphone,CameraKing Distributors,Google Smartphone with premium features,6
SM-BO-0609,Boat Smartwatch Model 166,Boat,15566,21391,47,Smartwatch,PowerTech Distributors,Boat Smartwatch with premium features,36
RO-CI-0610,Cisco Router Model 254,Cisco,3550,5276,78,Router,CameraKing Distributors,Cisco Router with premium features,36
MO-LO-0611,Logitech Mouse Model 906,Logitech,3210,4015,98,Mouse,SoundPro Solutions,Logitech Mouse with premium features,6
EA-BO-0612,Boat Earbuds Model 218,Boat,3999,5815,57,Earbuds,TechNova Pvt Ltd,Boat Earbuds with premium features,24
CA-AN-0613,Anker Cable Model 768,Anker,135,200,86,Cable,Elite Tech Supplies,Anker Cable with premium features,12
KE-RA-0614,Razer Keyboard Model 185,Razer,5820,8551,46,Keyboard,VisionTech Supplies,Razer Keyboard with premium features,24
CA-AM-0615,AmazonBasics Cable Model 891,AmazonBasics,98,150,42,Cable,Peripheral Pros,AmazonBasics Cable with premium features,12
LA-MI-0616,Microsoft Laptop Model 559,Microsoft,25178,36561,23,Laptop,SmartLife Traders,Microsoft Laptop with premium features,36
GA-MI-0617,Microsoft Gaming Console Model 889,Microsoft,39837,51874,66,Gaming Console,ElectroMart Solutions,Microsoft Gaming Console with premium features,36
MO-DE-0618,Dell Monitor Model 369,Dell,42161,62497,17,Monitor,SoundPro Solutions,Dell Monitor with premium features,6
TA-RE-0619,Realme Tablet Model 258,Realme,35516,52805,78,Tablet,MobileMart Pvt Ltd,Realme Tablet with premium features,36
SP-HA-0620,Harman Kardon Speaker Model 438,Harman Kardon,8855,13696,65,Speaker,TechNova Pvt Ltd,Harman Kardon Speaker with premium features,6
TA-RE-0621,Realme Tablet Model 897,Realme,26666,38481,2,Tablet,Peripheral Pros,Realme Tablet with premium features,36
TA-XI-0622,Xiaomi Tablet Model 958,Xiaomi,48724,77923,65,Tablet,PrintWorks Pvt Ltd,Xiaomi Tablet with premium features,6
PO-AM-0623,Ambrane Power Bank Model 664,Ambrane,2505,3940,19,Power Bank,Visionary Electronics,Ambrane Power Bank with premium features,24
SP-HA-0624,Harman Kardon Speaker Model 710,Harman Kardon,8112,13457,55,Speaker,PrintWorks Pvt Ltd,Harman Kardon Speaker with premium features,12
HE-SO-0625,Sony Headphones Model 426,Sony,11146,14374,66,Headphones,DigiHub Electronics,Sony Headphones with premium features,24
CA-UG-0626,Ugreen Cable Model 487,Ugreen,401,627,58,Cable,Visionary Electronics,Ugreen Cable with premium features,6
HE-BO-0627,Bose Headphones Model 393,Bose,11843,15833,49,Headphones,DigiHub Electronics,Bose Headphones with premium features,24
RO-CI-0628,Cisco Router Model 899,Cisco,6212,8712,20,Router,PrintWorks Pvt Ltd,Cisco Router with premium features,24
HE-PH-0629,Philips Headphones Model 392,Philips,1837,2360,92,Headphones,GameZone Distributors,Philips Headphones with premium features,12
SM-MO-0630,Motorola Smartphone Model 852,Motorola,15744,24036,67,Smartphone,ElectroMart Solutions,Motorola Smartphone with premium features,24
SM-SA-0631,Samsung Smartwatch Model 638,Samsung,6064,9562,60,Smartwatch,Elite Tech Supplies,Samsung Smartwatch with premium features,24
TV-ON-0632,OnePlus TV Model 335,OnePlus,92266,124868,96,TV,SmartLife Traders,OnePlus TV with premium features,6
TA-LE-0633,Lenovo Tablet Model 923,Lenovo,25677,37316,84,Tablet,PrintWorks Pvt Ltd,Lenovo Tablet with premium features,24
CA-NI-0634,Nikon Camera Model 982,Nikon,57929,82242,81,Camera,MobileMart Pvt Ltd,Nikon Camera with premium features,36
SM-AP-0635,Apple Smartwatch Model 189,Apple,9862,13431,13,Smartwatch,VisionTech Supplies,Apple Smartwatch with premium features,6
TV-LG-0636,LG TV Model 436,LG,17395,24269,77,TV,GadgetHub India,LG TV with premium features,36
ME-TR-0637,Transcend Memory Card Model 273,Transcend,4403,5648,17,Memory Card,MobileMart Pvt Ltd,Transcend Memory Card with premium features,36
SP-UL-0638,Ultimate Ears Speaker Model 984,Ultimate Ears,23759,33908,58,Speaker,TechWorld Pvt Ltd,Ultimate Ears Speaker with premium features,6
CA-AN-0639,Anker Cable Model 119,Anker,339,545,77,Cable,SmartLife Traders,Anker Cable with premium features,6
CH-AP-0640,Apple Charger Model 993,Apple,372,478,57,Charger,AudioMax Distributors,Apple Charger with premium features,36
